,loss,accuracy
0,3.450448989868164,0.5
1,3.435029983520508,0.5
2,3.4247548580169678,0.5
3,3.412245035171509,0.5
4,3.401380777359009,0.5
5,3.392338514328003,0.5
6,3.3827176094055176,0.5
7,3.374523639678955,0.5
8,3.367614269256592,0.5
9,3.3603861331939697,0.5
10,3.350877046585083,0.5
11,3.346426248550415,0.5
12,3.3391706943511963,0.5
13,3.3306610584259033,0.5
14,3.3251261711120605,0.5
15,3.3179078102111816,0.5
16,3.313514232635498,0.5
17,3.3073041439056396,0.5
18,3.301532030105591,0.5
19,3.294527769088745,0.5
20,3.2895991802215576,0.5
21,3.2854342460632324,0.5
22,3.2776503562927246,0.5
23,3.2731058597564697,0.5
24,3.2684743404388428,0.5
25,3.262690305709839,0.5
26,3.2582852840423584,0.5
27,3.2527225017547607,0.5
28,3.248443126678467,0.5
29,3.244025707244873,0.5
30,3.238983631134033,0.5
31,3.2359578609466553,0.5
32,3.230414867401123,0.5
33,3.229703426361084,0.5
34,3.22333025932312,0.5
35,3.2188720703125,0.5
36,3.215282440185547,0.5
37,3.210582733154297,0.5
38,3.2082855701446533,0.5
39,3.2027924060821533,0.5
40,3.1980648040771484,0.5
41,3.1918296813964844,0.5
42,3.1866347789764404,0.5
43,3.181703805923462,0.5
44,3.1774213314056396,0.5
45,3.172588586807251,0.5
46,3.168515920639038,0.5
47,3.1646525859832764,0.5
48,3.161090135574341,0.5
49,3.158430337905884,0.5
50,3.1530590057373047,0.5
51,3.150441884994507,0.5
52,3.1482772827148438,0.5
53,3.1423277854919434,0.5
54,3.139017105102539,0.5
55,3.137056350708008,0.5
56,3.1309585571289062,0.5
57,3.1289327144622803,0.5
58,3.124009370803833,0.5
59,3.1218695640563965,0.5
60,3.1177866458892822,0.5
61,3.1141629219055176,0.5
62,3.112731695175171,0.5
63,3.1075596809387207,0.5
64,3.105604410171509,0.5
65,3.10188627243042,0.5
66,3.097059965133667,0.5
67,3.092395782470703,0.5
68,3.088819742202759,0.5
69,3.085965633392334,0.5
70,3.081327438354492,0.5
71,3.0774457454681396,0.5
72,3.073282241821289,0.5
73,3.0708301067352295,0.5
74,3.067171812057495,0.5
75,3.06526255607605,0.5
76,3.0585439205169678,0.5
77,3.0556371212005615,0.5
78,3.051786422729492,0.5
79,3.0488269329071045,0.5
80,3.04628324508667,0.5
81,3.0439159870147705,0.5
82,3.038579225540161,0.5
83,3.0359396934509277,0.5
84,3.032500982284546,0.5
85,3.029278516769409,0.5
86,3.025688648223877,0.5
87,3.0224413871765137,0.5
88,3.0186896324157715,0.5
89,3.0151898860931396,0.5
90,3.011327028274536,0.5
91,3.009830951690674,0.5
92,3.0067222118377686,0.7142857313156128
93,3.0020320415496826,0.7142857313156128
94,2.998744249343872,0.7142857313156128
95,2.995614528656006,0.7142857313156128
96,2.9939980506896973,0.7142857313156128
97,2.9912221431732178,0.7142857313156128
98,2.9866015911102295,0.7142857313156128
99,2.9825873374938965,0.7142857313156128
100,2.978863000869751,0.7142857313156128
101,2.976910352706909,0.7142857313156128
102,2.9733946323394775,0.7142857313156128
103,2.970341920852661,0.7142857313156128
104,2.966646671295166,0.7142857313156128
105,2.9645678997039795,0.7142857313156128
106,2.9618747234344482,0.7142857313156128
107,2.9587924480438232,0.7142857313156128
108,2.956761121749878,0.7142857313156128
109,2.9517977237701416,0.7142857313156128
110,2.948885440826416,0.7142857313156128
111,2.9462084770202637,0.7142857313156128
112,2.9426424503326416,0.7142857313156128
113,2.938957929611206,0.7142857313156128
114,2.9363176822662354,0.7142857313156128
115,2.9336342811584473,0.7142857313156128
116,2.930330276489258,0.7142857313156128
117,2.9289093017578125,0.7142857313156128
118,2.924806833267212,0.7142857313156128
119,2.9225754737854004,0.7142857313156128
120,2.919337749481201,0.7142857313156128
121,2.9168198108673096,0.7142857313156128
122,2.9131486415863037,0.7142857313156128
123,2.9097397327423096,0.7142857313156128
124,2.906634569168091,0.7142857313156128
125,2.904329299926758,0.7857142686843872
126,2.9015700817108154,0.7857142686843872
127,2.8978734016418457,0.7857142686843872
128,2.896423578262329,0.7142857313156128
129,2.892409563064575,0.7857142686843872
130,2.8899343013763428,0.7857142686843872
131,2.8858802318573,0.7857142686843872
132,2.88390851020813,0.7857142686843872
